license_id,of_id,current_of_id,vendor,sku,seat_type,assigned_email,employee_id,department,job_level,provisioned_date,effective_license_date,last_active_date,license_status,usage_tier,seat_tier_match,days_since_last_active,active_usage_rate,login_events_30d,tenure_days,days_since_provisioned,license_age_band,hire_cohort_year,hire_cohort_half,monthly_cost,annual_cost,cost_at_risk,reclamation_candidate,churn_risk_score,contract_days_remaining,renewal_urgency,notice_deadline,days_until_notice,auto_renewal,true_down_rights,measurement_method
LIC-0028607,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,christina.fernandez@company.com,EMP-04255,Engineering,L3,11-05-2021,11-05-2021,27-04-2024,ghost,inactive,match,734,0,0,1822,1816,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028608,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,ann.morgan@company.com,EMP-04256,Engineering,L3,10-02-2021,10-02-2021,14-07-2025,ghost,inactive,match,291,0,0,1908,1906,legacy,2021,2021-H1,60.73,728.76,728.76,TRUE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028609,V3-OF-024,V3-OF-030,Nexaflow,Analytics Engine,Contributor,ann.morgan@company.com,EMP-04256,Engineering,L3,10-02-2021,10-02-2021,08-08-2025,ghost,inactive,match,266,0,0,1908,1906,legacy,2021,2021-H1,35.31,423.72,423.72,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028610,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,ann.morgan@company.com,EMP-04256,Engineering,L3,10-02-2021,10-02-2021,21-12-2025,ghost,inactive,match,131,0,0,1908,1906,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028611,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,riley.franklin@company.com,EMP-04260,Engineering,L3,26-08-2021,26-08-2021,26-06-2026,ghost,inactive,match,-56,0,0,1719,1709,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028612,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,riley.franklin@company.com,EMP-04260,Engineering,L3,26-08-2021,26-08-2021,30-06-2026,ghost,inactive,match,-60,0,0,1719,1709,legacy,2021,2021-H2,42.09,505.08,505.08,TRUE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028613,V3-OF-078,V3-OF-079,Nexaflow,Analytics Engine,Contributor,riley.franklin@company.com,EMP-04260,Engineering,L3,26-08-2021,26-08-2021,08-06-2026,ghost,inactive,match,-38,0,0,1719,1709,legacy,2021,2021-H2,13.88,166.56,166.56,TRUE,,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028614,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,sage.arnold@company.com,EMP-04261,Engineering,L3,14-10-2021,14-10-2021,29-01-2026,ghost,inactive,match,92,0,0,1672,1660,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028615,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,sage.arnold@company.com,EMP-04261,Engineering,L3,14-10-2021,14-10-2021,04-11-2025,ghost,inactive,match,178,0,0,1672,1660,legacy,2021,2021-H2,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028616,V3-OF-079,V3-OF-079,Nexaflow,Analytics Engine,Contributor,sage.arnold@company.com,EMP-04261,Engineering,L3,14-10-2021,14-10-2021,01-05-2026,active,moderate,match,0,0.53,16,1672,1660,legacy,2021,2021-H2,13.88,166.56,0,FALSE,0.235,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028617,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,sage.arnold@company.com,EMP-04261,Engineering,L3,14-10-2021,14-10-2021,01-10-2025,ghost,inactive,match,212,0,0,1672,1660,legacy,2021,2021-H2,11.02,132.24,132.24,TRUE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028618,V2-OF-022,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,emery.woods@company.com,EMP-04262,Engineering,L3,10-01-2022,10-01-2022,,deprovisioned,inactive,match,,0,0,1585,1572,legacy,2021,2021-H2,22.39,268.68,0,FALSE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028619,V2-OF-058,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,emery.woods@company.com,EMP-04262,Engineering,L3,10-01-2022,10-01-2022,,deprovisioned,inactive,match,,0,0,1585,1572,legacy,2021,2021-H2,42.09,505.08,0,FALSE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028620,V3-OF-025,V3-OF-030,Nexaflow,Analytics Engine,Contributor,emery.woods@company.com,EMP-04262,Engineering,L3,10-01-2022,10-01-2022,,deprovisioned,inactive,match,,0,0,1585,1572,legacy,2021,2021-H2,35.31,423.72,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028621,V1-OF-003,V1-OF-008,Atlassify,Project Suite,Contributor,emery.woods@company.com,EMP-04262,Engineering,L3,10-01-2022,10-01-2022,,deprovisioned,inactive,match,,0,0,1585,1572,legacy,2021,2021-H2,26.85,322.2,0,FALSE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028622,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,dorothy.crawford@company.com,EMP-04264,Engineering,L3,06-09-2021,06-09-2021,09-02-2025,ghost,inactive,match,446,0,0,1703,1698,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028623,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,dorothy.crawford@company.com,EMP-04264,Engineering,L3,06-09-2021,06-09-2021,01-12-2024,ghost,inactive,match,516,0,0,1703,1698,legacy,2021,2021-H2,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028624,V3-OF-078,V3-OF-079,Nexaflow,Analytics Engine,Contributor,dorothy.crawford@company.com,EMP-04264,Engineering,L3,06-09-2021,06-09-2021,20-07-2023,ghost,inactive,match,1016,0,0,1703,1698,legacy,2021,2021-H2,13.88,166.56,166.56,TRUE,,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028625,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,jonathan.chavez@company.com,EMP-04266,Engineering,L3,08-06-2021,08-06-2021,,deprovisioned,inactive,match,,0,0,1802,1788,legacy,2021,2021-H1,60.73,728.76,0,FALSE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028626,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,jonathan.chavez@company.com,EMP-04266,Engineering,L3,08-06-2021,08-06-2021,,deprovisioned,inactive,match,,0,0,1802,1788,legacy,2021,2021-H1,46.86,562.32,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028627,V3-OF-077,V3-OF-079,Nexaflow,Analytics Engine,Contributor,jonathan.chavez@company.com,EMP-04266,Engineering,L3,08-06-2021,08-06-2021,,deprovisioned,inactive,match,,0,0,1802,1788,legacy,2021,2021-H1,13.88,166.56,0,FALSE,,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028628,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,jonathan.chavez@company.com,EMP-04266,Engineering,L3,08-06-2021,08-06-2021,,deprovisioned,inactive,match,,0,0,1802,1788,legacy,2021,2021-H1,26.85,322.2,0,FALSE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028629,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,jason.diaz@company.com,EMP-04267,Engineering,L3,16-03-2021,16-03-2021,,deprovisioned,inactive,match,,0,0,1876,1872,legacy,2021,2021-H1,60.73,728.76,0,FALSE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028630,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,jason.diaz@company.com,EMP-04267,Engineering,L3,16-03-2021,16-03-2021,,deprovisioned,inactive,match,,0,0,1876,1872,legacy,2021,2021-H1,42.09,505.08,0,FALSE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028631,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,jason.diaz@company.com,EMP-04267,Engineering,L3,16-03-2021,16-03-2021,,deprovisioned,inactive,match,,0,0,1876,1872,legacy,2021,2021-H1,46.86,562.32,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028632,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,jason.diaz@company.com,EMP-04267,Engineering,L3,16-03-2021,16-03-2021,,deprovisioned,inactive,match,,0,0,1876,1872,legacy,2021,2021-H1,26.85,322.2,0,FALSE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028633,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,colin.reed@company.com,EMP-04268,Engineering,L3,10-03-2021,10-03-2021,16-06-2024,ghost,inactive,match,684,0,0,1889,1878,legacy,2021,2021-H1,60.73,728.76,728.76,TRUE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028634,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,colin.reed@company.com,EMP-04268,Engineering,L3,10-03-2021,10-03-2021,01-01-2024,ghost,inactive,match,851,0,0,1889,1878,legacy,2021,2021-H1,42.09,505.08,505.08,TRUE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028635,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,colin.reed@company.com,EMP-04268,Engineering,L3,10-03-2021,10-03-2021,01-01-2026,ghost,inactive,match,120,0,0,1889,1878,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028636,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,nathan.hassan@company.com,EMP-04270,Engineering,L3,16-09-2021,16-09-2021,,deprovisioned,inactive,match,,0,0,1700,1688,legacy,2021,2021-H2,22.39,268.68,0,FALSE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028637,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,nathan.hassan@company.com,EMP-04270,Engineering,L3,16-09-2021,16-09-2021,,deprovisioned,inactive,match,,0,0,1700,1688,legacy,2021,2021-H2,46.86,562.32,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028638,V3-OF-050,V3-OF-058,Nexaflow,Analytics Engine,Contributor,nathan.hassan@company.com,EMP-04270,Engineering,L3,16-09-2021,16-09-2021,,deprovisioned,inactive,match,,0,0,1700,1688,legacy,2021,2021-H2,13.91,166.92,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,peak
LIC-0028639,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,nathan.hassan@company.com,EMP-04270,Engineering,L3,16-09-2021,16-09-2021,,deprovisioned,inactive,match,,0,0,1700,1688,legacy,2021,2021-H2,11.02,132.24,0,FALSE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028640,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,avery.porter@company.com,EMP-04271,Engineering,L3,19-08-2021,19-08-2021,25-01-2024,ghost,inactive,match,827,0,0,1721,1716,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028641,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,avery.porter@company.com,EMP-04271,Engineering,L3,19-08-2021,19-08-2021,11-12-2022,ghost,inactive,match,1237,0,0,1721,1716,legacy,2021,2021-H2,42.09,505.08,505.08,TRUE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028642,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,avery.porter@company.com,EMP-04271,Engineering,L3,19-08-2021,19-08-2021,07-03-2023,ghost,inactive,match,1151,0,0,1721,1716,legacy,2021,2021-H2,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028643,V3-OF-078,V3-OF-079,Nexaflow,Analytics Engine,Contributor,avery.porter@company.com,EMP-04271,Engineering,L3,19-08-2021,19-08-2021,08-10-2025,ghost,inactive,match,205,0,0,1721,1716,legacy,2021,2021-H2,13.88,166.56,166.56,TRUE,,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028644,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,avery.porter@company.com,EMP-04271,Engineering,L3,19-08-2021,19-08-2021,20-07-2023,ghost,inactive,match,1016,0,0,1721,1716,legacy,2021,2021-H2,11.02,132.24,132.24,TRUE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028645,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,megan.fox@company.com,EMP-04273,Engineering,L3,10-12-2021,10-12-2021,19-11-2022,ghost,inactive,match,1259,0,0,1604,1603,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028646,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,megan.fox@company.com,EMP-04273,Engineering,L3,10-12-2021,10-12-2021,27-07-2023,ghost,inactive,match,1009,0,0,1604,1603,legacy,2021,2021-H2,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028647,V3-OF-079,V3-OF-079,Nexaflow,Analytics Engine,Contributor,megan.fox@company.com,EMP-04273,Engineering,L3,10-12-2021,10-12-2021,20-04-2026,active,power,match,11,0.75,26,1604,1603,legacy,2021,2021-H2,13.88,166.56,0,FALSE,0.1556,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028648,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,megan.fox@company.com,EMP-04273,Engineering,L3,10-12-2021,10-12-2021,09-10-2024,ghost,inactive,match,569,0,0,1604,1603,legacy,2021,2021-H2,11.02,132.24,132.24,TRUE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028649,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,finn.harris@company.com,EMP-04274,Engineering,L3,06-09-2021,06-09-2021,13-02-2024,ghost,inactive,match,808,0,0,1710,1698,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028650,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,finn.harris@company.com,EMP-04274,Engineering,L3,06-09-2021,06-09-2021,22-09-2022,ghost,inactive,match,1317,0,0,1710,1698,legacy,2021,2021-H2,11.02,132.24,132.24,TRUE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028651,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,amy.hoffman@company.com,EMP-04276,Engineering,L3,19-07-2021,19-07-2021,,deprovisioned,inactive,match,,0,0,1749,1747,legacy,2021,2021-H2,22.39,268.68,0,FALSE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028652,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,amy.hoffman@company.com,EMP-04276,Engineering,L3,19-07-2021,19-07-2021,,deprovisioned,inactive,match,,0,0,1749,1747,legacy,2021,2021-H2,46.86,562.32,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028653,V3-OF-050,V3-OF-058,Nexaflow,Analytics Engine,Contributor,amy.hoffman@company.com,EMP-04276,Engineering,L3,19-07-2021,19-07-2021,,deprovisioned,inactive,match,,0,0,1749,1747,legacy,2021,2021-H2,13.91,166.92,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,peak
LIC-0028654,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,amy.hoffman@company.com,EMP-04276,Engineering,L3,19-07-2021,19-07-2021,,deprovisioned,inactive,match,,0,0,1749,1747,legacy,2021,2021-H2,11.02,132.24,0,FALSE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028655,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,zachary.stevens@company.com,EMP-04278,Engineering,L3,22-10-2021,22-10-2021,05-08-2022,ghost,inactive,match,1365,0,0,1653,1652,legacy,2021,2021-H2,22.39,268.68,268.68,TRUE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028656,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,zachary.stevens@company.com,EMP-04278,Engineering,L3,22-10-2021,22-10-2021,20-09-2022,ghost,inactive,match,1319,0,0,1653,1652,legacy,2021,2021-H2,42.09,505.08,505.08,TRUE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028657,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,zachary.stevens@company.com,EMP-04278,Engineering,L3,22-10-2021,22-10-2021,12-07-2022,ghost,inactive,match,1389,0,0,1653,1652,legacy,2021,2021-H2,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028658,V3-OF-079,V3-OF-079,Nexaflow,Analytics Engine,Contributor,zachary.stevens@company.com,EMP-04278,Engineering,L3,22-10-2021,22-10-2021,26-04-2026,active,moderate,match,5,0.55,19,1653,1652,legacy,2021,2021-H2,13.88,166.56,0,FALSE,0.2389,0,expired,02-12-2021,-1611,TRUE,FALSE,peak
LIC-0028659,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,zachary.stevens@company.com,EMP-04278,Engineering,L3,22-10-2021,22-10-2021,13-11-2025,ghost,inactive,match,169,0,0,1653,1652,legacy,2021,2021-H2,11.02,132.24,132.24,TRUE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028660,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,theresa.king@company.com,EMP-04281,Engineering,L3,30-04-2021,30-04-2021,11-02-2024,ghost,inactive,match,810,0,0,1838,1827,legacy,2021,2021-H1,60.73,728.76,728.76,TRUE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028661,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,theresa.king@company.com,EMP-04281,Engineering,L3,30-04-2021,30-04-2021,18-12-2025,ghost,inactive,match,134,0,0,1838,1827,legacy,2021,2021-H1,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028662,V3-OF-049,V3-OF-058,Nexaflow,Analytics Engine,Contributor,theresa.king@company.com,EMP-04281,Engineering,L3,30-04-2021,30-04-2021,19-05-2025,ghost,inactive,match,347,0,0,1838,1827,legacy,2021,2021-H1,13.91,166.92,166.92,TRUE,,335,ok,31-01-2027,275,FALSE,FALSE,peak
LIC-0028663,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,theresa.king@company.com,EMP-04281,Engineering,L3,30-04-2021,30-04-2021,31-03-2024,ghost,inactive,match,761,0,0,1838,1827,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028664,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,reese.pearson@company.com,EMP-04282,Engineering,L3,16-02-2021,16-02-2021,27-09-2024,ghost,inactive,match,581,0,0,1911,1900,legacy,2021,2021-H1,60.73,728.76,728.76,TRUE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028665,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,reese.pearson@company.com,EMP-04282,Engineering,L3,16-02-2021,16-02-2021,09-02-2024,ghost,inactive,match,812,0,0,1911,1900,legacy,2021,2021-H1,42.09,505.08,505.08,TRUE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028666,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,reese.pearson@company.com,EMP-04282,Engineering,L3,16-02-2021,16-02-2021,13-12-2024,ghost,inactive,match,504,0,0,1911,1900,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028667,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,peter.chavez@company.com,EMP-04283,Engineering,L3,27-06-2021,27-06-2021,,deprovisioned,inactive,match,,0,0,1781,1769,legacy,2021,2021-H1,60.73,728.76,0,FALSE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028668,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,peter.chavez@company.com,EMP-04283,Engineering,L3,27-06-2021,27-06-2021,,deprovisioned,inactive,match,,0,0,1781,1769,legacy,2021,2021-H1,42.09,505.08,0,FALSE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028669,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,peter.chavez@company.com,EMP-04283,Engineering,L3,27-06-2021,27-06-2021,,deprovisioned,inactive,match,,0,0,1781,1769,legacy,2021,2021-H1,46.86,562.32,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028670,V3-OF-049,V3-OF-058,Nexaflow,Analytics Engine,Contributor,peter.chavez@company.com,EMP-04283,Engineering,L3,27-06-2021,27-06-2021,,deprovisioned,inactive,match,,0,0,1781,1769,legacy,2021,2021-H1,13.91,166.92,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,peak
LIC-0028671,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,peter.chavez@company.com,EMP-04283,Engineering,L3,27-06-2021,27-06-2021,,deprovisioned,inactive,match,,0,0,1781,1769,legacy,2021,2021-H1,26.85,322.2,0,FALSE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028672,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,gregory.gonzalez@company.com,EMP-04284,Engineering,L3,24-04-2021,24-04-2021,28-08-2024,ghost,inactive,match,611,0,0,1842,1833,legacy,2021,2021-H1,60.73,728.76,728.76,TRUE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028673,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,gregory.gonzalez@company.com,EMP-04284,Engineering,L3,24-04-2021,24-04-2021,04-11-2025,ghost,inactive,match,178,0,0,1842,1833,legacy,2021,2021-H1,42.09,505.08,505.08,TRUE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028674,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,gregory.gonzalez@company.com,EMP-04284,Engineering,L3,24-04-2021,24-04-2021,17-06-2024,ghost,inactive,match,683,0,0,1842,1833,legacy,2021,2021-H1,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028675,V3-OF-049,V3-OF-058,Nexaflow,Analytics Engine,Contributor,gregory.gonzalez@company.com,EMP-04284,Engineering,L3,24-04-2021,24-04-2021,01-01-2025,ghost,inactive,match,485,0,0,1842,1833,legacy,2021,2021-H1,13.91,166.92,166.92,TRUE,,335,ok,31-01-2027,275,FALSE,FALSE,peak
LIC-0028676,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,gregory.gonzalez@company.com,EMP-04284,Engineering,L3,24-04-2021,24-04-2021,25-08-2024,ghost,inactive,match,614,0,0,1842,1833,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028677,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,helen.ramos@company.com,EMP-04286,Engineering,L3,10-02-2021,10-02-2021,04-08-2023,ghost,inactive,match,1001,0,0,1906,1906,legacy,2021,2021-H1,60.73,728.76,728.76,TRUE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028678,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,helen.ramos@company.com,EMP-04286,Engineering,L3,10-02-2021,10-02-2021,26-10-2023,ghost,inactive,match,918,0,0,1906,1906,legacy,2021,2021-H1,46.86,562.32,562.32,TRUE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028679,V3-OF-048,V3-OF-058,Nexaflow,Analytics Engine,Contributor,helen.ramos@company.com,EMP-04286,Engineering,L3,10-02-2021,10-02-2021,20-04-2026,active,power,match,11,0.84,26,1906,1906,legacy,2021,2021-H1,13.91,166.92,0,FALSE,0.1106,335,ok,31-01-2027,275,FALSE,FALSE,peak
LIC-0028680,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,helen.ramos@company.com,EMP-04286,Engineering,L3,10-02-2021,10-02-2021,30-07-2023,ghost,inactive,match,1006,0,0,1906,1906,legacy,2021,2021-H1,26.85,322.2,322.2,TRUE,,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0028681,V2-OF-021,V2-OF-032,Cloudora,Cloud Infra Core,Contributor,timothy.webb@company.com,EMP-04287,Engineering,L3,08-12-2021,08-12-2021,,deprovisioned,inactive,match,,0,0,1605,1605,legacy,2021,2021-H2,22.39,268.68,0,FALSE,,335,ok,31-01-2027,275,TRUE,TRUE,peak
LIC-0028682,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,timothy.webb@company.com,EMP-04287,Engineering,L3,08-12-2021,08-12-2021,,deprovisioned,inactive,match,,0,0,1605,1605,legacy,2021,2021-H2,42.09,505.08,0,FALSE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028683,V1-OF-022,V1-OF-029,Atlassify,Project Suite,Contributor,timothy.webb@company.com,EMP-04287,Engineering,L3,08-12-2021,08-12-2021,,deprovisioned,inactive,match,,0,0,1605,1605,legacy,2021,2021-H2,11.02,132.24,0,FALSE,,335,ok,01-01-2027,245,FALSE,FALSE,peak
LIC-0028684,V2-OF-002,V2-OF-007,Cloudora,Cloud Infra Core,Contributor,finn.holt@company.com,EMP-04288,Engineering,L3,08-04-2021,08-04-2021,,deprovisioned,inactive,match,,0,0,1861,1849,legacy,2021,2021-H1,60.73,728.76,0,FALSE,,610,ok,02-11-2027,550,TRUE,FALSE,peak
LIC-0028685,V2-OF-057,V2-OF-063,Cloudora,DevOps Toolkit,Contributor,finn.holt@company.com,EMP-04288,Engineering,L3,08-04-2021,08-04-2021,,deprovisioned,inactive,match,,0,0,1861,1849,legacy,2021,2021-H1,42.09,505.08,0,FALSE,,426,ok,01-06-2027,396,TRUE,FALSE,average
LIC-0028686,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Contributor,finn.holt@company.com,EMP-04288,Engineering,L3,08-04-2021,08-04-2021,,deprovisioned,inactive,match,,0,0,1861,1849,legacy,2021,2021-H1,46.86,562.32,0,FALSE,,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0028687,V3-OF-049,V3-OF-058,Nexaflow,Analytics Engine,Contributor,finn.holt@company.com,EMP-04288,Engineering,L3,08-04-2021,08-04-2021,,deprovisioned,inactive,match,,0,0,1861,1849,legacy,2021,2021-H1,13.91,166.92,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,peak
